MARKET,PERCENTAGE,VALUE,DATEBTC-LTC,0,0.00917,Fri Nov 24 2017 23:17:11 GMT+0100 (CET)
BTC-ETH,0,0.05561999,Fri Nov 24 2017 23:17:11 GMT+0100 (CET)
BTC-VTC,0,0.00049018,Fri Nov 24 2017 23:17:11 GMT+0100 (CET)
